test_name,group,effect_size_mean,effect_size_std,p_value_mean,coverage_targets_a,coverage_targets_b,coverage_attrs_a,coverage_attrs_b
gender_career_family,entry,0.5209505985318145,0.12688221212024017,0.23622047244094488,4.0,5.0,10.0,8.0
gender_career_family,leadership,,,,4.0,0.0,8.0,4.0
gender_career_family,mid,0.896844266828284,0.08185896885650819,0.16666666666666666,3.0,4.0,10.0,7.0
gender_career_family,senior,0.7482813133340754,0.10885152514258808,0.19248826291079812,4.0,4.0,10.0,8.0
