group,masculine_count,feminine_count,token_total,masculine_per_1000,feminine_per_1000,bias_score
entry,2112,1886,697133,3.0295510325863213,2.7053661209553987,0.32418491163092256
leadership,6125,4711,1427519,4.290660929907062,3.3001312066599464,0.990529723247116
mid,2224,2906,848503,2.6210867846077153,3.424855303988318,-0.8037685193806028
senior,7265,7195,2307356,3.1486255263600413,3.118287771804611,0.03033775455543042
