test_name,seed_runs,entry_mean,mid_mean,senior_mean,leadership_mean,mean_order_holds,seed_order_rate,interpretation
gender_career_family,3,0.5375665891481397,1.0916819510706457,0.8707842227106494,0.011948785851316987,False,0.0,not_supported
